Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
34.0811,-34.4461,31.2412,-14.0352,31.4715,26.2657,-28.1587,56.1482,-18.0642,33.8833,52.4899,-103.7766,55.9406,-10.7932,40.8752,56.8596,23.4750,13.5432,-4.5189
8.9886,-123.6509,1.3706,-66.0321,-56.4736,-15.4477,-72.3379,40.9740,-22.9664,11.5919,59.3947,-59.8307,56.7879,-14.6610,70.3372,97.4178,59.8308,-6.6711,-11.3573
3.9528,-162.5928,-53.8173,-128.5238,-142.5196,-119.8834,-95.4936,-19.2823,-6.9892,-32.0651,11.1239,23.2506,61.7311,-12.2059,56.4030,80.6461,102.6552,-46.8239,-3.5608
9.9844,-84.7146,-100.5894,-101.5062,-142.9926,-171.3279,-54.0886,-63.5992,37.8420,-48.2621,-30.4365,92.5235,51.4063,23.2572,45.2195,-9.1023,105.8761,-49.4229,25.6333
-0.8140,1.5727,-124.5838,-29.0168,-97.2306,-122.9580,31.0345,-55.7108,72.2841,-5.6130,-4.5323,105.8783,33.2891,61.2096,68.2931,-49.4884,39.1468,-31.7156,28.7309
-19.5983,-15.0700,-114.3673,-15.7381,-66.1387,-37.8829,91.5815,-30.0828,83.2697,56.7780,40.4207,105.3326,44.8603,62.2605,59.6081,2.5144,-39.6420,-33.3335,-9.1259
-32.1006,-52.0534,-70.2786,-40.6134,-28.8030,35.1229,93.1979,-15.7061,87.7907,83.4090,55.2693,123.5837,76.8846,56.4405,10.6501,42.0083,-43.0300,-48.8022,-39.7567
-29.3248,0.7113,-47.9443,-39.8831,11.3526,69.4424,66.0603,-23.2454,65.0950,53.9805,53.1868,100.9970,83.1821,67.2477,-7.4635,8.5106,17.0337,-58.1975,-49.9667
13.8679,89.7376,-74.2422,-14.9512,11.7271,43.8253,55.0475,-65.6822,10.9307,-7.5217,25.4634,34.8500,68.9568,55.8882,-4.1329,-55.9496,59.4198,-34.9197,-69.9027
75.0093,126.2760,-73.5607,36.9036,9.4432,9.6183,62.4657,-120.1586,-18.5275,-64.7893,-36.3551,41.9692,64.4441,23.0294,-35.7607,-105.3908,57.5144,34.8948,-87.6946
75.4040,101.6402,-7.1226,108.2905,46.1794,34.8756,55.6315,-142.6723,-14.5695,-126.9719,-75.9199,137.8793,49.9446,31.6272,-70.7501,-111.3551,34.2528,94.5086,-73.1493
19.9943,21.1676,37.4848,121.3253,50.8352,79.3758,29.6016,-128.2280,-22.4592,-197.4541,-59.4338,180.5436,7.8142,83.8728,-44.8343,-68.8997,1.4067,79.2191,-42.1623
-5.1210,-81.1573,-2.2429,55.5456,-24.9081,69.9882,16.5300,-89.1607,-16.9403,-192.9173,-26.7870,111.8129,-26.3607,109.8140,37.7885,-17.4497,-27.3256,21.9896,-17.3164
-10.9052,-118.5792,-74.5266,9.4704,-105.0608,32.0891,22.3000,-28.7648,51.4819,-77.9352,-8.3741,24.6773,-35.8794,87.4735,118.7295,17.1232,-44.6261,-11.3939,4.5937
-68.5812,-74.2933,-115.5351,21.6551,-125.1076,28.1202,29.4020,22.8881,135.3322,18.3123,-9.8171,-3.1544,-46.2428,63.8785,135.5902,41.9403,-76.1252,-21.1867,19.4185
-129.6188,-18.3131,-109.4457,20.4474,-102.4762,57.7374,52.5216,22.2668,159.4030,0.9873,-44.1607,31.9781,-52.3120,62.6908,79.5809,41.3182,-115.2105,-30.1342,24.5081
-121.7612,24.8676,-72.0980,-15.9971,-66.4200,87.6419,95.1055,-33.7954,123.6407,-58.1701,-92.3564,97.5816,-32.9417,55.2314,7.8204,8.7464,-99.6672,-36.7301,36.7913
