Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-81.2509,-28.4058,-95.4551,-108.5065,-15.6060,-75.7895,18.9234,-46.1991,-41.3329,-88.2764,45.5419,-14.7983,-28.1795,-99.4698,19.7845,-56.2200,-78.2612,-61.0184,-196.8246
-74.1854,-3.9371,-116.4544,-71.4005,-55.4044,-166.5499,-8.4719,-204.2582,-7.7190,-197.6767,17.2859,6.0968,-95.4086,-141.1960,10.4217,-64.2717,-46.6645,-196.2479,-340.1801
-43.4801,-42.1569,-131.5227,-7.9447,-114.7420,-249.5668,-89.0467,-260.8141,42.2346,-171.1345,-55.4155,-0.1620,-176.8584,-133.0092,-25.4435,-9.3281,10.1350,-342.4134,-364.9297
22.5890,-146.0569,-95.4055,40.8043,-167.4914,-271.0186,-99.3305,-155.6495,144.3604,-32.4126,-96.8361,-23.0753,-162.4791,-100.9029,-72.5583,61.7511,73.1969,-342.3703,-168.3078
114.8392,-150.6031,9.3802,98.6615,-144.0277,-221.3350,24.1137,-53.1686,274.1497,40.5863,-30.3460,14.9306,-57.0684,-59.3121,-76.8730,77.5632,130.0823,-196.2363,97.0356
174.6857,-24.6438,126.2536,193.6008,-60.4179,-99.5082,151.6862,22.6000,325.5729,95.5017,33.8019,91.5515,23.8280,22.0923,-55.7374,63.4893,168.1242,-39.9793,297.1365
191.8858,103.5942,196.9098,303.5853,14.3935,67.2746,162.2252,144.6059,247.5106,216.9442,-3.7685,117.1578,52.7045,124.7117,-68.4408,64.0100,193.6850,40.2249,403.1611
193.5633,154.7195,202.0211,353.3606,43.8300,161.8528,92.4044,199.6137,106.8306,228.3280,-58.0966,84.4526,53.1558,175.5323,-86.0462,34.8292,190.1938,30.2925,395.4294
146.3327,111.0116,165.3331,282.7486,2.6993,103.9579,21.0724,97.4059,8.0428,53.7231,-59.8006,23.7599,16.0163,153.2229,-46.7230,-45.2330,136.9469,-41.4888,336.1927
60.8068,38.8711,147.6775,184.8137,-57.7803,18.5318,-20.1532,-5.5847,3.4705,-47.3680,-51.7766,-29.7534,6.4057,111.8870,8.6911,-84.5757,100.0292,-72.2070,298.0786
60.8120,75.8608,150.9339,209.6587,-29.8599,44.4046,-39.4101,-15.0984,26.4306,24.4729,-54.9149,0.2221,73.1377,91.3822,7.5811,-42.2024,148.0574,-7.2260,196.9264
173.2417,175.5261,107.8451,289.2366,39.1933,86.2824,-75.7560,-62.8465,-35.5950,19.2158,-64.8462,81.6386,83.8946,71.3714,-16.4555,-7.5761,221.2045,41.8343,5.6337
255.7307,159.5753,39.0607,248.3440,40.4142,30.5726,-108.3667,-178.5721,-97.0196,-120.8402,-80.7852,55.1991,-21.0863,33.8151,16.9711,-10.8829,238.4182,4.6974,-115.3258
225.9550,95.6646,32.2874,130.8929,38.2077,-16.3274,-45.9837,-202.6388,55.2568,-150.2899,-53.7866,-52.1804,-69.6480,13.2583,97.6153,22.7146,221.9814,-5.3281,-148.3758
165.2359,161.5194,76.2129,94.5851,66.6750,48.8728,58.3306,-104.7881,291.9626,-47.9707,22.7125,-38.6837,-3.3123,51.3298,134.0577,80.5152,231.0853,70.7044,-236.4050
189.0263,288.0300,129.5450,150.4441,39.3623,166.0394,29.3708,-23.6052,207.5218,-7.1992,57.2662,81.5463,46.8506,143.3216,72.8344,77.8218,291.3401,142.1696,-318.1561
304.0494,348.1819,206.4893,220.5091,53.5638,282.5234,-77.2454,9.8629,-143.1687,24.3771,36.5690,121.8021,78.4708,240.1395,-28.0694,45.0952,371.0884,181.8518,-232.1313
365.2898,332.9663,245.6008,228.0617,192.5143,359.2586,-35.8285,78.2010,-225.6710,164.0607,36.7246,71.0594,131.4936,269.4778,-59.1142,60.2024,377.7605,224.6792,-15.1267
264.7079,201.9014,159.1799,131.5992,194.7008,298.2954,112.4087,164.3557,54.4449,239.2385,32.3059,41.4861,96.0024,197.6719,-9.6428,84.2744,280.6774,232.6680,216.8754
145.8390,31.0141,24.3233,46.8505,-10.3561,141.9907,147.2183,190.9577,188.2790,165.6600,-29.6387,70.5513,-11.9493,96.7762,4.1641,52.3547,173.1586,207.3587,349.6242
159.6662,51.1708,-52.9365,97.1358,-64.6188,76.2574,77.1784,181.4444,-11.8478,168.5251,-76.8346,132.0445,-18.4515,61.7222,-68.2212,0.9292,102.2108,214.4400,252.2713
