Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-3.1006,35.0587,35.0467,-21.3126,19.4242,-45.4714,-62.5892,-87.2609,-46.5768,-104.0326,-1.6811,42.9812,-40.3236,28.7644,-45.5413,-43.3502,34.5252,8.7153,-72.3296
-27.1991,41.3353,14.6548,-75.9526,56.2873,-101.5819,-104.2741,-138.0662,-83.7701,-77.3111,-14.3791,23.3658,-42.5609,-47.8846,-66.5241,-63.7670,-17.2954,-11.2540,-7.1327
-54.5911,-41.3706,-33.4329,-148.4298,111.9255,-98.1584,-30.2850,-104.3459,-69.2607,8.9721,-25.3592,20.5406,25.2960,-68.0055,-49.4502,-81.1387,-55.6817,-18.8541,141.7941
-74.7093,-112.6412,-69.0744,-157.2504,121.5407,-47.1270,28.9021,-13.6600,-54.1251,51.9416,-67.6474,1.4066,58.5581,-70.8902,-37.9157,-72.0406,-92.7680,27.8457,276.7179
-103.4215,-132.8214,-67.2131,-109.6261,117.4364,-25.9711,-41.1119,25.7068,-84.1080,41.5779,-114.6048,-70.8309,40.0614,-90.8400,-36.3632,-53.7397,-156.5821,105.9465,324.1459
-125.9017,-164.5677,-39.6008,-41.0669,170.0401,6.3209,-112.1752,5.8286,-117.5264,48.5737,-102.0380,-145.7249,66.1311,-55.2578,5.8142,-71.8282,-187.4098,191.8074,292.2532
-117.8407,-187.3360,-23.2386,32.7082,218.8051,99.3596,-60.8960,-12.8458,-95.0997,56.1828,-57.5608,-164.0559,129.9086,-19.1620,91.9762,-76.4807,-161.4234,263.3212,229.7403
-87.7309,-145.6118,-35.9500,74.0511,177.8116,165.2684,38.8736,-40.3239,-5.1114,1.7806,-40.5020,-148.3518,141.8327,-87.1779,157.5442,-7.6999,-149.6929,266.2158,171.5990
-64.2903,-85.2084,-56.8282,73.2170,100.7615,138.4098,90.2721,-96.8645,82.0449,-81.1522,-38.6774,-118.0725,104.9453,-143.1915,161.4926,46.1737,-163.5181,209.3492,103.2320
-78.2450,-70.4627,-79.9448,63.8251,58.9111,78.6081,99.1985,-107.4571,78.8613,-84.2011,-54.8686,-61.7875,63.1663,-71.9034,136.0627,10.6585,-162.4660,165.9254,17.1458
-128.1055,-97.6763,-132.0100,48.9309,12.1266,41.0148,117.8227,-5.3975,62.4043,45.0091,-110.0360,-36.1270,3.0219,14.5758,122.3249,-5.5180,-170.9591,133.4935,-18.0924
-144.5290,-116.2913,-183.6633,47.8817,-59.4451,32.1942,188.9817,123.9035,180.9401,206.4659,-116.3237,-85.5565,-60.5764,32.8668,110.5109,84.2749,-177.0873,82.4995,38.7380
-58.8903,-67.2368,-134.3256,102.9946,-64.5658,49.6889,272.7789,124.0036,319.2702,222.0257,1.1354,-109.5328,-59.0798,32.9092,86.0652,170.3951,-94.3319,53.6061,105.1918
83.4758,13.1585,22.4302,138.5873,28.6847,56.9216,255.5610,-9.8649,250.3772,79.7733,120.1497,-44.6763,-0.8901,12.9441,74.3306,136.1065,38.5611,35.7016,108.2103
153.9508,0.3619,125.4539,64.7690,77.2047,19.6275,141.8261,-107.5907,95.4390,-30.5444,112.7023,-24.3015,19.1682,-42.6349,94.9853,43.6395,83.5821,-35.1449,71.5075
102.4377,-88.1908,68.8990,-14.3184,-23.4646,-41.5228,75.1053,-91.2237,114.1827,-26.4856,50.9837,-121.9286,-29.4262,-90.1495,125.2767,12.5408,55.3863,-101.9387,5.4764
21.7573,-90.4940,-31.1168,-6.1517,-135.9200,-95.4316,87.1479,-75.5293,198.0036,-19.7980,26.6536,-170.6278,-68.0478,-112.5231,121.6335,25.9069,57.0419,-97.5540,-74.6084
-7.1580,9.9607,-55.8988,-22.3447,-108.4715,-93.5205,74.6992,-74.2904,124.2632,-14.1166,0.7371,-38.5722,-37.4213,-71.1099,57.3067,-0.3806,43.5664,-107.2993,-49.7865
-50.7870,80.8526,-80.6271,-111.4746,-51.8437,12.2692,28.3242,51.7089,9.8977,104.2184,-57.3089,155.8992,10.6563,73.5077,-33.4534,-18.8408,-70.8560,-167.1550,117.3224
-166.5621,73.2372,-155.3991,-161.9037,-103.1373,113.1565,7.5672,199.7312,19.3343,234.8654,-114.2532,226.9791,-8.0045,164.6387,-90.8487,47.0705,-197.7742,-180.7193,217.9673
-236.4478,19.3120,-158.8031,-155.3113,-146.9099,47.4292,-26.1895,106.5509,29.4697,170.4961,-163.0088,143.1487,-85.6034,47.3151,-135.2263,84.5942,-205.3052,-147.2563,94.7663
-170.7874,-32.1783,-73.6621,-124.4843,-96.7817,-64.4190,-103.5308,-75.2563,-52.9493,-3.8295,-191.5360,39.8893,-132.6737,-81.2596,-196.4412,19.1326,-134.3727,-108.9862,-76.2944
-94.0818,3.3453,-71.5799,-6.6689,-115.5685,23.2498,-127.5537,26.5440,-82.5113,-57.0644,-150.3168,73.2150,-96.1639,30.7841,-176.4392,55.7636,-100.7964,22.0904,-56.8074
-99.9034,112.6182,-169.8695,158.8285,-244.4008,234.0800,-41.8037,286.3922,12.0745,6.7455,-55.7594,216.4950,-14.1259,268.6669,-25.2926,276.4094,-110.6237,239.4364,98.4843
-81.2660,151.9873,-180.3641,228.8126,-237.3105,328.5134,60.8008,333.2080,100.8871,82.5220,13.0402,285.7149,54.9606,401.8566,92.0991,386.7881,-115.9224,351.8687,171.7421
19.8054,120.4975,-53.1580,259.0465,-5.6037,328.9128,85.0253,238.7302,95.2719,170.2758,53.2454,241.7809,114.5615,415.7167,78.0689,259.3606,-107.7826,339.5218,96.3531
108.1537,178.4689,85.3501,381.7599,213.2418,378.7868,24.5483,223.4214,27.2545,204.2731,121.9142,244.3672,194.3397,373.8662,67.8903,168.7039,-49.1784,377.2838,-25.6044
152.5619,328.7458,171.2438,504.2679,254.6980,447.4265,-84.0366,185.7360,-59.2955,96.1197,202.4780,331.5659,256.3022,290.3034,109.9900,238.1746,91.7927,469.8940,-102.9573
202.2746,415.5610,209.2485,514.4743,211.6294,457.8535,-162.4387,76.6365,-116.7432,6.3139,233.6455,358.1783,237.9844,216.0143,91.8558,286.6169,198.7375,491.9489,-126.2694
235.6577,382.7230,197.8087,490.2049,202.5782,434.9835,-126.8395,86.5149,-95.8762,103.2765,227.8574,293.2143,181.9658,217.0534,52.0944,251.8745,147.8260,453.4683,-111.0686
218.9094,279.7467,179.0126,471.1148,222.1443,405.3763,-15.8285,195.7445,-23.1871,211.5704,233.4811,246.9242,177.9371,267.1418,106.0817,210.8578,40.6740,407.0958,-58.4249
185.9108,161.4719,185.2554,389.4472,201.3044,356.3995,46.9755,210.2653,30.0460,149.9768,235.6248,221.9574,203.8327,269.4243,166.6494,164.4248,30.2473,335.2433,26.4506
165.6798,93.4868,173.3666,281.3291,123.9175,286.8598,59.3887,181.4093,63.2866,76.7073,208.2601,143.9848,199.0696,179.7156,145.3559,128.4270,89.2544,273.4448,121.2774
172.9295,109.7322,148.9432,249.5584,93.0454,204.1118,135.1218,230.2843,128.9637,144.2969,193.1894,64.6446,209.1931,71.2176,165.3330,132.9043,157.8843,279.8788,209.7171
226.6724,177.2465,185.5049,289.6358,200.7995,135.9278,281.7318,264.7224,225.8090,234.5433,222.5288,79.1079,271.3611,38.7105,283.7897,110.2536,238.7392,297.6987,294.7805
287.7693,241.0044,261.9283,320.4574,347.3698,123.7232,379.8458,221.7752,300.8366,230.5445,252.1646,141.1332,306.1220,79.5122,347.7485,62.6943,278.7637,250.5625,370.9516
302.1197,230.8291,294.4217,269.8037,368.8557,149.5952,378.6451,192.2531,325.7009,176.0403,253.2019,143.7992,278.0523,131.4307,285.7444,88.8775,264.7969,161.1892,406.3875
297.6648,128.4861,289.5311,132.8403,287.6175,159.4686,334.9440,199.9740,307.7047,136.4451,256.8406,82.5512,264.1559,140.9296,226.4743,127.3446,302.0292,77.2309,384.7065
313.6595,54.5519,292.1739,21.5679,235.7702,156.2330,291.6321,187.9782,266.5353,122.0023,271.2935,25.1395,284.1647,77.2066,263.6139,65.5521,374.3693,17.1956,346.6395
335.5832,86.7278,298.2978,33.9909,236.8472,171.6008,259.0949,138.3338,232.3840,84.1306,281.8257,11.0561,287.2665,-0.6586,316.9392,-7.4246,349.8843,-4.4614,344.5355
357.2566,110.9449,306.3870,99.6467,243.6694,201.2486,252.3739,56.2996,216.0647,-11.9073,308.2424,36.8253,289.5235,16.7472,266.2559,-10.4374,275.0342,-0.0326,363.8264
373.2876,65.0314,323.7992,109.2311,259.4735,221.5785,255.7302,-7.1033,191.2390,-62.5986,346.8146,68.1913,317.2941,89.6421,135.2797,-17.2643,266.8293,-17.0052,346.8454
358.3216,46.0447,327.5368,64.9131,280.2363,195.8064,235.0850,20.4093,156.7278,22.4183,344.5792,55.2148,317.8318,74.4240,67.9507,-27.8166,276.6498,-83.2920,292.3197
338.5133,50.2074,307.3610,-7.8434,252.8269,83.7925,205.8378,74.0331,149.6836,100.5782,298.8658,-13.4119,271.9497,-28.4886,117.9604,-3.4316,266.1332,-179.3716,262.4776
342.0863,-21.4796,280.7823,-107.1247,184.3563,-86.9699,194.4113,26.5504,162.4100,23.4054,251.9352,-92.8632,237.6745,-114.0443,188.8854,-47.8562,273.1076,-263.9025,285.8770
304.6528,-135.7121,244.5464,-190.5151,149.3063,-231.0062,178.4103,-88.7323,153.9769,-111.6897,197.3250,-146.8820,220.2910,-153.9835,203.6133,-185.8552,223.3945,-317.8506,322.7979
201.6486,-232.4839,187.4538,-230.6308,137.7356,-309.8804,143.7407,-159.4427,130.3479,-174.1087,126.6323,-181.6621,170.6419,-174.8912,175.8243,-250.0090,84.9378,-349.1396,334.0827
132.2925,-330.2257,123.1892,-256.0922,72.1141,-335.0526,113.7084,-161.4060,100.1730,-169.3887,85.5946,-201.7728,104.5239,-207.2132,134.9401,-192.9522,21.5987,-334.1939,317.1450
135.9927,-349.8951,73.0514,-252.2430,-8.8575,-296.4434,91.6413,-106.3194,47.4844,-118.9423,88.2634,-188.4534,80.4858,-247.4212,113.0584,-129.1843,81.8077,-235.3026,274.1539
138.5940,-201.1791,53.2102,-182.0301,-0.9290,-196.8513,77.2574,-19.8675,26.3702,-48.2765,90.9053,-132.1961,94.7107,-193.5588,132.6856,-73.8930,115.8338,-116.6256,213.9155
111.8097,-37.0445,59.4110,-110.6582,50.1991,-114.4032,99.6757,27.6918,100.1865,-3.4835,66.0951,-61.5083,82.4304,-26.6236,154.9702,-2.7974,84.5251,-99.3879,171.3844
74.9486,-45.2450,51.4692,-131.9517,24.7652,-126.5492,141.3016,17.1897,177.1713,30.3966,9.1879,-41.3198,9.1694,39.2192,133.0477,-1.9259,32.0303,-178.8412,157.1654
20.7660,-158.0499,3.6377,-224.2915,-50.1615,-198.9454,132.1847,-12.6997,137.8678,36.4947,-60.8391,-119.9784,-65.9305,-101.6233,75.1764,-110.5831,-60.9534,-260.8046,127.3104
-30.8071,-242.1435,-58.9436,-310.2564,-86.7369,-240.9543,74.7223,-73.1620,46.1665,-71.1566,-86.9021,-257.0698,-65.1447,-262.4382,4.4735,-237.6988,-121.2251,-335.9624,64.8168
-53.1103,-305.8889,-110.2256,-366.3240,-108.7670,-249.9010,35.8831,-171.5204,14.0142,-227.2387,-66.2531,-356.1991,-28.7864,-350.1710,-43.5409,-314.1295,-59.6860,-430.1416,14.4815
-78.7198,-375.4012,-141.9853,-397.7240,-148.6638,-289.9696,20.4296,-252.9950,16.7849,-284.7945,-71.4214,-380.7202,-45.9893,-437.0766,-27.4420,-338.4354,-10.2509,-486.9854,-11.5964
-107.2907,-412.5430,-138.8376,-394.0547,-152.1444,-346.9428,-3.4569,-296.1884,2.9578,-286.3057,-102.4082,-367.4299,-73.8544,-442.9441,6.4753,-321.2198,-84.1524,-459.6061,-46.5502
-94.0453,-388.0309,-107.4917,-346.9789,-104.4252,-348.8110,-8.7934,-296.8689,-0.7393,-283.4064,-102.2396,-344.8112,-34.0913,-311.5955,-19.3488,-288.2583,-159.0648,-388.3443,-64.6773
-83.5997,-309.5488,-83.5990,-271.9767,-69.2404,-309.1092,32.0388,-210.7193,27.2963,-175.3974,-107.1809,-315.2550,-7.8116,-248.0340,-64.3847,-257.5384,-174.0878,-312.8490,-16.0970
-125.0151,-214.0976,-75.7896,-210.1877,-70.5673,-295.4105,67.2944,-88.6103,55.6410,-26.1149,-153.7466,-285.3243,-86.4027,-338.8960,-74.2918,-225.3135,-185.8944,-251.0007,46.7562
-129.7440,-150.9750,-73.4429,-205.8835,-83.6605,-308.8138,35.0951,-84.6910,44.2840,-58.0275,-168.5018,-267.7833,-177.3844,-405.3849,-97.1904,-219.8612,-132.7751,-254.4188,36.7540
-49.5426,-153.7008,-87.2742,-272.5609,-105.9462,-332.9996,-44.4709,-220.3569,-6.2198,-235.2693,-138.2908,-288.3674,-181.0665,-411.6769,-122.7129,-270.9408,-2.2447,-348.1851,-25.1822
3.2969,-242.4298,-114.7260,-389.8135,-141.3573,-400.6212,-101.0107,-363.2943,-41.4542,-354.5890,-146.6187,-374.9871,-151.9859,-467.2820,-71.8366,-342.9110,31.7678,-470.9761,-65.5750
-22.1318,-381.2839,-121.7533,-510.6332,-173.5072,-501.8193,-111.6161,-437.1365,-40.0016,-401.6810,-166.8650,-503.6209,-142.0722,-522.8926,-19.4199,-402.5101,-51.6898,-555.4766,-64.6715
-40.7434,-460.9799,-94.2675,-570.6115,-187.9508,-554.0892,-112.7412,-468.7608,-54.6263,-450.3585,-124.7438,-605.0559,-123.4935,-518.8447,-82.0433,-462.6410,-72.2305,-587.6365,-27.1766
-26.6925,-458.8978,-55.1443,-551.0125,-178.2554,-526.0067,-106.5901,-500.2522,-68.6675,-492.0876,-93.0331,-633.1644,-109.9386,-534.2906,-154.2013,-502.4046,-11.9950,-580.2305,34.4594
-24.2467,-467.2283,-35.2853,-514.8486,-146.2926,-474.6126,-58.4432,-538.7941,-7.0228,-507.2927,-129.7401,-580.8168,-129.7393,-562.6678,-104.8085,-482.6177,16.8775,-568.5704,65.1753
-20.8769,-458.3854,-43.9640,-509.1102,-110.9710,-450.2899,-17.9927,-548.3195,40.8317,-480.7812,-120.8093,-482.1159,-126.8502,-517.7130,-32.1595,-437.8519,34.1149,-575.6389,32.1652
13.0816,-340.5135,-47.7374,-493.7350,-87.4044,-449.8606,-67.8387,-520.5034,-48.9450,-424.4020,-6.0943,-419.1096,-62.1000,-448.5613,-41.3378,-423.1677,81.3179,-547.4449,-14.6430
59.6584,-235.7694,-20.2592,-436.1771,-75.6424,-445.9661,-133.8931,-504.5932,-126.8113,-408.1952,86.6656,-424.0672,-10.4599,-430.9419,-60.1629,-419.6562,79.1819,-445.3670,-37.1781
78.1390,-272.9302,-12.3738,-378.6133,-89.3248,-425.7481,-90.1712,-487.3013,-28.2784,-408.3480,53.8971,-412.5198,-44.4251,-421.5199,-49.7361,-374.4446,-11.8597,-370.9587,-68.2789
30.3507,-294.5755,-71.0381,-361.8757,-146.5925,-414.2961,-8.5833,-408.6749,73.3927,-335.8321,-41.9133,-335.8765,-118.9140,-392.2875,-78.0718,-282.8643,-80.8468,-420.8607,-111.2690
