Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
66.3453,1514.3733,90.4267,1494.8016,70.1670,1580.1815,1514.1257,1523.4492,1573.5862,-47.2125,-6.6266,-18.3343,-26.0719,-34.2677,-28.6538,-70.4632,15.5915,-14.9858,-32.4597
199.9127,-1306.1255,39.7129,-1369.6050,130.3292,-1399.8469,-1632.0568,-1524.3254,-1350.8387,27.5992,181.2243,125.6060,104.2654,136.7683,139.0847,40.7338,268.0537,114.5229,147.3112
101.6322,-2710.3667,-84.4265,-2763.9062,-3.5763,-2847.1248,-3014.0405,-2940.0679,-2812.0356,65.6022,146.8846,155.1068,59.8363,157.9722,216.7721,129.4456,187.4137,132.7229,157.5025
-70.4846,-2270.5020,-165.7594,-2267.7185,-144.8372,-2324.3660,-2314.8494,-2357.7183,-2324.6292,70.6578,7.3679,92.0481,-55.8221,72.4921,162.2553,102.8586,-48.7352,83.9419,71.6418
-60.9813,-2088.4521,-169.5508,-2066.6282,-120.0038,-2115.4126,-2090.2244,-2154.2783,-2072.4878,102.8388,41.6594,62.0572,-27.7974,65.5480,113.4311,64.0812,-57.4019,78.8786,88.7328
0.7454,-2414.8977,-144.9170,-2415.4658,-83.3632,-2487.9028,-2505.3118,-2527.3293,-2385.7446,154.8005,118.0398,35.2054,27.6405,69.3605,117.3925,110.5023,3.5669,72.5769,129.1298
-17.5218,-2292.7515,-119.9684,-2303.4353,-112.7726,-2374.2673,-2361.9929,-2373.8279,-2274.6414,166.3493,50.7821,-14.8224,-15.0898,9.0755,125.5039,177.4823,-39.1585,37.3562,125.0163
-1.5678,-2128.0723,-108.1157,-2134.9146,-82.8699,-2186.8447,-2169.5317,-2169.1860,-2077.1858,148.3269,-7.4119,-12.4899,-33.3037,8.9013,149.3350,187.4074,-20.2272,37.9801,180.3744
43.5693,-2309.4231,-117.8821,-2310.9749,-19.4067,-2358.7217,-2352.4543,-2322.0779,-2177.4714,155.6957,63.2499,21.3292,4.7834,75.2759,190.4842,151.0631,42.9875,55.5961,253.5995
25.6020,-2296.8694,-112.6723,-2279.1575,-15.8625,-2324.2112,-2284.2927,-2236.6660,-2096.0610,170.3267,165.1080,14.5181,11.5248,83.1163,204.8009,104.6097,7.6512,44.9111,237.9845
