Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
121.0206,-1.6225,110.6119,60.6747,16.9562,-12.9095,29.9636,-103.0562,24.7289,-135.0206,200.6479,-88.3634,128.0508,-37.2866,88.5904,-62.3257,72.1267,-67.4299,12.4909
119.2930,-116.1368,61.5952,-4.1271,-6.4680,-125.2534,72.6690,-174.7094,100.4377,-154.2640,199.0382,-120.6059,133.3284,-66.8722,108.9508,-136.7180,8.1410,-160.2765,36.4767
100.8536,-213.0590,-11.1216,-140.1683,-6.2344,-235.0917,212.5295,-205.3298,223.5608,-131.9839,202.4480,-161.0863,134.0976,-116.9932,132.6607,-170.4021,-51.8660,-206.4773,93.3325
15.8994,-280.3822,-58.7608,-239.4002,28.0112,-232.5702,298.2167,-117.7668,259.6064,-41.6750,176.3559,-171.4139,142.1468,-92.4627,144.6020,-104.0299,-57.9469,-174.3474,162.8129
-90.8843,-341.2142,-96.7129,-270.1368,21.8815,-207.3798,174.8755,-7.7321,123.7782,56.1704,78.3476,-159.0295,82.5814,-52.7642,90.5540,-52.1932,-92.4687,-180.7117,149.8703
-169.0962,-361.0325,-171.7434,-280.3679,-54.0491,-208.5042,-24.6102,38.4508,-48.4800,96.2093,-69.5769,-122.7012,-56.0762,-86.1678,-19.6470,-68.5755,-159.5222,-188.5155,45.4149
-244.0070,-354.5353,-233.7294,-253.1944,-100.2897,-140.8308,-67.1110,80.7441,-70.0631,105.3127,-202.7069,-72.4356,-150.7606,-106.2634,-79.6843,-44.2221,-137.5735,-72.8007,-6.7762
-279.7929,-335.2759,-201.2092,-169.6841,-74.7151,-21.5062,-33.0451,115.7601,-45.1171,87.3558,-278.9111,-43.7632,-167.1642,-25.9337,-76.7796,19.2718,-58.2887,57.2262,-13.2274
-248.5577,-254.0141,-142.7000,-102.5817,-88.5842,34.7740,-153.7187,67.4709,-185.0057,21.8959,-312.8075,-13.7645,-202.1015,97.6461,-109.9221,13.9403,-67.1928,70.4769,-128.2114
-278.8676,-166.9206,-183.0144,-86.2466,-173.3805,46.8624,-344.6461,15.6700,-367.1443,11.5693,-368.4088,59.3993,-267.9616,176.5754,-173.9877,-4.6729,-144.8624,67.6124,-269.6001
-395.3039,-177.5156,-274.3513,-73.2673,-200.6171,70.5318,-363.7087,45.5022,-363.9463,105.3528,-463.5351,121.0430,-289.9341,144.8036,-192.1903,52.7165,-187.3697,91.0046,-250.9682
-422.9073,-223.0363,-293.7808,-76.7290,-138.0161,63.2721,-243.2202,61.5206,-249.3956,153.5343,-517.1290,104.1821,-262.1668,14.3501,-183.5701,106.2405,-194.2871,54.9817,-143.2932
-378.8502,-234.3680,-272.2338,-131.1553,-97.5988,33.0404,-125.4683,54.6782,-129.7023,137.4105,-499.5766,42.6067,-237.9210,-57.1860,-163.3697,114.4213,-202.5858,32.6861,-52.2394
-412.1470,-261.9751,-289.1323,-166.2695,-101.1527,48.0951,3.2588,125.4238,40.6917,193.7418,-487.4697,-8.0026,-237.2631,2.2099,-92.2696,126.3469,-218.5825,99.5741,59.3186
-391.0513,-279.6902,-283.0750,-135.0003,-68.8105,65.6448,108.6032,159.8835,154.0617,216.8765,-458.1847,-34.1615,-208.3857,36.1911,-25.0316,73.9472,-213.5392,124.4198,132.8482
-211.8088,-261.1495,-192.4779,-124.4735,12.1521,17.7644,108.2483,55.8733,116.2668,92.8379,-333.0012,-37.4743,-93.3511,-24.9145,-11.6591,-63.2576,-142.6381,73.0294,135.3655
-148.1622,-329.8335,-114.8210,-183.1792,95.7589,-30.6431,141.8097,35.3534,160.4153,73.4172,-255.8693,-45.7517,19.3222,-63.4502,39.4272,-95.0159,-83.2783,71.2183,225.3033
