Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-515.3417,-130.6620,-745.1419,-22.9703,-814.6436,32.3314,-739.9125,-11.2779,-537.5360,15.5856,-771.4636,-30.3651,-793.8052,17.2837,-663.2456,51.8661,-761.3309,-4.6775,-866.0828
-494.7006,-141.9469,-739.5037,-17.6681,-783.0377,83.4022,-726.0289,23.4048,-632.8129,39.5713,-771.7884,-12.8282,-788.9949,11.8402,-672.0816,11.8486,-777.1598,0.2767,-841.9182
-495.5599,-162.6246,-705.0566,-4.5186,-659.1636,73.3919,-668.8326,25.1079,-677.7505,93.7775,-696.1544,-10.8931,-710.8583,-12.0809,-606.7263,-4.3801,-691.0040,-4.7963,-733.2493
-456.9955,-231.6107,-561.1318,-47.2472,-467.8336,-9.3305,-537.9565,-0.0287,-548.6918,90.5517,-528.8494,-116.7469,-560.1843,-90.9127,-466.0969,6.5652,-515.4694,-59.1694,-525.7786
-308.7280,-223.3450,-350.6672,-88.7820,-301.9058,-27.8301,-397.6577,12.3266,-372.7127,49.3845,-361.4318,-172.7693,-402.6993,-86.7534,-328.5613,26.2685,-360.6662,-40.8440,-349.4562
-165.3569,-141.3020,-190.6233,-14.0231,-202.6280,82.0632,-311.3755,79.9953,-254.1813,71.1348,-251.0631,-8.1502,-285.9178,69.9542,-230.8432,54.7431,-230.2417,84.0255,-267.8768
-146.6256,-123.3647,-114.4112,94.1233,-145.3133,149.1495,-256.8253,116.0769,-141.2781,119.4548,-185.5090,173.6426,-230.5329,164.4819,-164.1873,52.3789,-104.1113,114.2205,-193.8921
-155.3881,-59.1911,-112.4661,68.0739,-127.5582,49.5950,-226.3517,59.6425,-93.5203,61.4078,-171.4697,132.3434,-241.2990,70.7086,-131.4662,-7.7944,-69.6054,-9.9310,-114.6688
-89.3272,133.1330,-159.8975,-52.6771,-145.0764,-75.6386,-231.2669,-22.1313,-202.6208,-99.1679,-177.4047,-1.5630,-254.4614,-26.8001,-107.6833,-64.3192,-110.1799,-87.6149,-79.5150
-9.3130,157.6417,-158.5144,-114.6262,-115.9009,-80.6475,-182.3828,-40.6672,-286.5753,-194.7151,-115.3802,-28.6440,-189.7079,2.0153,-36.6689,-65.7870,-60.3224,-32.9281,-10.1360
58.2751,-53.2102,-61.6738,-76.1635,24.7207,2.4982,5.2676,23.6565,-136.9062,-108.5284,0.9309,29.4352,-74.8856,81.2750,87.5397,-27.3355,87.7091,59.9570,146.4052
144.7382,-101.4829,21.4951,20.3046,187.6707,117.2355,215.4336,146.6276,100.0826,46.8663,74.6714,106.3801,7.3224,156.1081,208.0936,31.1847,188.0256,145.8446,261.5337
159.4457,66.6183,19.0339,108.5076,234.9508,211.8419,267.8588,246.8272,173.4989,69.7933,101.9393,166.9388,46.4270,200.7917,262.1201,71.5708,207.2657,188.2287,256.7579
54.0400,97.5856,12.8747,100.1197,185.6468,184.6651,193.6268,234.1011,118.2292,-18.4414,135.1661,146.5615,79.1410,157.3292,238.4287,47.6130,177.6421,116.7239,218.5161
-2.4301,3.1982,50.4675,-12.2695,153.8020,33.7277,149.4632,151.2724,95.6996,-47.3888,165.4148,51.2049,115.4819,50.3381,197.2964,-16.8848,88.7566,-15.2831,190.6810
60.5304,5.7926,55.1408,-119.0809,135.8571,-107.7971,140.5905,103.9304,79.6256,-45.8507,162.7084,-36.9362,130.7517,-48.2102,178.5333,-83.0184,4.9651,-81.5671,141.7764
70.2563,11.1985,4.1064,-135.4789,79.2655,-158.9125,94.6761,84.4558,-17.9953,-132.3617,131.7952,-73.9809,102.6274,-115.4010,144.5009,-139.0159,31.4233,-61.2274,118.4952
12.0070,-44.7966,8.8025,-75.6068,72.7154,-121.5844,105.2684,64.3243,-81.9818,-188.6589,111.5740,-37.1240,73.5617,-102.3718,106.7610,-119.3678,139.8186,3.7782,190.8838
73.3591,-3.6314,119.5710,1.8942,185.8388,-21.9617,258.4990,105.3594,35.4489,-72.2663,138.1022,53.9196,104.9195,5.1994,138.1177,-0.1001,219.0876,78.9843,309.7845
188.9716,83.7115,191.1698,37.3015,264.8789,54.3139,369.5605,209.5523,207.2318,84.0837,162.9389,85.6703,143.0612,75.3748,191.2963,80.3823,210.7347,119.0577,372.2048
131.2010,47.3110,100.7311,8.3855,187.4431,50.9146,285.1039,264.3902,222.2119,112.7968,119.3990,20.2867,101.6739,36.0011,165.1765,35.2472,135.1190,114.2768,350.7771
-0.4025,-26.4850,-28.0877,-46.9394,93.1780,33.8066,188.1532,209.8778,122.9750,36.1945,76.5429,-38.5378,39.9665,-10.3043,116.8712,-37.0829,82.8668,90.3354,277.0039
27.1500,-18.2829,-38.6062,-73.4596,102.6188,39.0178,221.5072,99.6806,51.0720,-58.6938,104.4441,-54.7891,39.6248,-14.2485,131.2126,-66.7006,114.0787,50.8454,187.5343
116.7364,22.2027,-1.1017,-39.5850,115.7830,30.8178,222.7438,36.6640,9.6774,-72.5304,109.7968,-64.7481,46.6128,-13.2950,143.7238,-65.1228,156.0363,33.1807,135.6096
92.1144,63.4997,-6.2387,37.0819,74.7506,51.6152,134.6661,82.8579,-7.1900,44.0027,59.4167,-36.4199,27.4807,17.5791,104.0501,-8.6883,140.1142,88.2618,151.1036
54.1377,92.4575,32.3063,85.9939,82.6309,127.2541,129.6507,147.0997,17.3696,130.4186,79.7360,23.2988,49.9354,78.3108,65.3923,68.5723,125.5893,143.2634,167.5146
84.8415,68.2524,129.2978,80.3754,149.6040,153.1254,169.9630,93.1541,-17.1821,40.8781,149.2742,39.8874,100.2741,101.2041,30.2165,73.3854,138.5172,109.2278,102.8211
