Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
123.5686,55.8309,80.5604,36.1301,92.3727,41.5672,-34.4199,-71.9520,-69.0108,-125.6611,56.9997,11.6281,49.2927,19.4371,19.6377,-15.8198,69.4940,49.8299,-102.3429
134.6563,-2.2004,34.1815,-53.8120,47.0609,0.2180,-50.1693,-128.6364,-109.5290,-159.2578,1.9807,-42.8143,-8.1731,-20.3788,-42.9044,-85.2443,-15.4482,-25.6698,-79.7713
172.4226,20.3299,22.9342,-37.9779,45.3832,35.2516,36.4833,-4.5648,-16.8466,-2.6402,23.5697,-1.9870,19.6791,41.7386,-10.4102,-11.7114,-35.2526,-19.8782,83.5239
194.3719,33.8019,56.3593,2.2925,63.0103,61.4891,175.6424,189.2422,126.3040,208.0296,41.8699,39.6509,67.8092,107.2779,47.1546,114.1121,-13.0260,-48.5065,267.4640
135.5060,-41.5051,44.1434,-37.7373,24.6893,11.8260,236.5854,284.0497,210.1881,336.7281,-21.2721,12.4136,44.2207,89.3796,48.8673,174.0345,-71.3544,-156.5344,360.0499
61.1014,-130.6330,-50.3260,-117.4740,-63.2348,-55.5195,202.5262,281.5047,222.6711,385.9578,-78.5421,-56.9939,-9.1196,39.1103,16.4247,180.9198,-211.6817,-260.6986,340.7518
59.6655,-183.8042,-154.3226,-201.8240,-153.4722,-123.2019,113.3386,196.6004,143.7631,299.7874,-75.3102,-142.5584,-50.0933,-14.6753,-43.5923,117.3272,-318.9613,-319.2865,208.8065
67.6475,-220.1862,-207.6048,-272.3508,-214.3990,-196.4327,-7.6654,21.2990,3.6095,65.1540,-88.3188,-186.9421,-98.7513,-97.8801,-123.9267,-47.9600,-333.3630,-311.1773,34.0991
5.6593,-197.5497,-208.1205,-234.7277,-199.0981,-190.8852,-87.6664,-152.9306,-67.5426,-139.0462,-130.1899,-123.3789,-126.9318,-159.1161,-154.8732,-196.3019,-267.4855,-204.9075,-73.8519
-60.1240,-88.5523,-151.8337,-83.4416,-98.8727,-96.2055,-84.9273,-255.7565,-61.3781,-230.4528,-120.1335,-11.9507,-107.4034,-145.5386,-141.6764,-231.5353,-141.4127,-59.5345,-136.4188
-57.8141,21.8169,-47.5845,37.4633,5.8646,-39.6001,-85.6029,-335.6769,-112.8792,-327.5290,-57.5425,44.7359,-92.7854,-127.4160,-164.7659,-248.9454,-9.0612,36.4308,-228.3549
-46.5616,56.3822,35.7996,70.9682,56.3860,-48.2710,-136.2743,-396.4808,-221.6328,-419.4866,-25.3912,54.6201,-102.3834,-153.3596,-188.2871,-293.4738,45.4374,83.5018,-290.7128
-107.8127,14.5893,31.0994,69.0698,73.6919,-33.2964,-158.2629,-357.9146,-262.9477,-361.1654,-61.7903,37.7455,-91.5550,-141.8915,-136.3060,-245.4011,2.2902,98.2025,-249.7522
-228.6874,-81.6195,-45.9821,21.2705,58.6443,1.2190,-131.9916,-202.7819,-227.1956,-166.4776,-133.1365,-31.3432,-71.7947,-58.8530,-76.2670,-93.9047,-85.1163,71.0172,-164.4198
-345.1911,-180.7594,-139.3186,-68.2470,-21.3618,0.6222,-120.0266,4.4007,-175.8715,51.4466,-197.2499,-99.0706,-90.0218,1.3110,-81.9450,14.5558,-185.6619,23.8008,-94.6708
-431.1944,-227.3091,-236.0428,-107.3465,-143.9733,-15.5354,-102.1050,184.6367,-92.4069,252.7782,-257.2487,-90.5858,-138.6214,-0.1416,-101.3734,47.2199,-300.5432,-30.7490,-16.0232
-505.8295,-244.9286,-341.1751,-92.4351,-246.5276,-30.7117,-21.6080,279.4838,42.3688,388.9100,-331.1996,-62.5308,-190.4692,6.8091,-100.6437,94.0322,-390.5799,-101.7762,79.3800
-562.6387,-284.5120,-410.0870,-120.9360,-289.8336,-56.4673,77.4474,293.0929,161.6928,394.4868,-378.4319,-89.2541,-224.7152,37.2395,-109.9691,145.3951,-398.9875,-147.8097,159.9434
-559.4309,-328.0466,-390.5287,-186.9310,-258.7260,-61.2383,115.9873,259.3718,181.7813,302.5080,-348.2748,-121.2611,-213.1714,39.3784,-120.3078,119.2931,-335.9338,-134.7864,197.6843
-508.2146,-324.0217,-304.0521,-190.8042,-173.5667,-24.6427,76.8673,177.2438,87.3830,188.6712,-278.8858,-94.5364,-172.3032,27.4702,-123.2558,36.8789,-254.4143,-98.1328,155.6534
-470.5073,-246.4004,-215.4659,-104.3607,-96.3756,20.9628,-14.1221,67.7173,-56.1726,83.1268,-232.6063,-26.0113,-150.5390,41.4231,-146.5849,-22.0619,-173.9409,-45.5915,31.8996
-443.9681,-113.5328,-156.6345,17.6576,-57.9600,61.9770,-105.2490,-10.7912,-159.2155,-1.5295,-203.7381,47.2754,-134.6911,39.9355,-162.3223,-60.2176,-97.4034,41.4454,-84.5295
-386.7746,-2.9520,-124.3959,106.4038,-33.0370,91.6339,-137.7922,-60.5921,-178.9740,-67.5370,-175.7738,91.1192,-94.0442,-12.9636,-125.9637,-114.1248,-52.4219,101.8511,-111.8488
-326.5121,13.8614,-107.6287,110.2606,-23.7705,70.1252,-103.4509,-99.2952,-126.2864,-112.0062,-158.1801,61.8431,-69.4229,-61.2564,-78.3422,-140.6499,-61.8998,68.1239,-76.5819
-310.1180,-45.9145,-101.4251,25.8773,-69.0174,-3.7291,-43.7185,-71.8910,-42.0602,-80.1664,-149.2062,-38.7580,-96.0966,-68.3566,-60.7571,-89.9408,-116.4840,-34.5723,-42.1569
-319.9810,-129.8658,-125.3546,-101.7138,-157.3643,-82.3436,2.6430,27.3822,22.5406,36.2701,-163.1913,-143.7982,-139.3923,-80.9345,-52.5004,-23.5610,-188.9094,-157.8580,-20.2626
-322.6568,-209.6105,-190.4970,-210.7378,-232.9124,-146.3156,25.8186,105.2819,62.5172,139.4956,-218.0731,-193.6589,-173.5074,-114.6961,-57.7323,-15.7937,-240.2373,-256.3578,9.6433
-299.1031,-243.9445,-238.7431,-246.6438,-266.2898,-183.1833,49.8311,136.1360,116.8122,187.7713,-251.7395,-187.8405,-201.1024,-119.9501,-87.6799,-21.6440,-238.3360,-267.8182,63.9086
-229.8860,-207.2299,-200.9519,-208.9422,-245.5784,-160.9740,94.1251,168.0981,164.9595,237.0557,-197.9008,-157.9953,-198.3312,-85.2989,-97.4016,11.8337,-196.8125,-204.4962,138.0469
-139.9227,-146.1587,-107.6464,-156.9253,-168.9530,-99.1580,115.4033,184.1249,136.8002,271.3163,-109.8428,-120.6933,-153.2732,-51.3210,-81.3919,29.0268,-154.5691,-156.5850,189.9891
-76.4205,-104.6966,-44.8174,-123.4370,-94.0122,-63.0771,58.5184,146.8271,42.7496,217.4015,-60.3963,-81.9815,-110.8573,-39.1987,-98.6085,-11.4168,-117.7327,-152.1760,176.9478
-18.2685,-66.2702,-32.4741,-93.6759,-87.8564,-71.1892,-40.8322,74.8926,-35.1303,98.6661,-33.0652,-64.6080,-108.1133,-49.5471,-137.0642,-60.7565,-71.2970,-151.4861,121.3637
67.5065,-17.2451,-32.0553,-67.5717,-120.0506,-89.6726,-94.1779,-18.4789,-56.6544,-16.1787,-5.2438,-71.9532,-127.7585,-82.9104,-137.8598,-102.7218,-27.2307,-133.4700,77.5238
146.6455,38.8270,-25.5038,-44.4726,-121.7599,-91.9244,-77.0096,-123.9361,-38.6356,-120.2771,11.0413,-58.5812,-140.1526,-123.1495,-125.0007,-166.6759,-5.3170,-91.3474,44.8506
206.6792,108.6083,-16.2624,-3.7359,-95.5044,-84.7076,-29.8927,-193.5051,-7.7141,-207.7681,22.7922,-8.9773,-131.7106,-148.5039,-128.6297,-211.8684,16.5140,-41.7532,6.3411
276.3712,162.1893,7.9656,33.1461,-57.0934,-89.7216,25.1295,-198.5800,34.5742,-220.7158,33.2260,22.7893,-93.8123,-147.4846,-92.3756,-171.7756,69.0457,-36.3249,11.9856
319.1429,145.1549,50.8394,23.4840,6.9842,-94.5924,97.3957,-134.6083,108.7054,-112.3372,32.3795,9.6889,-31.7842,-102.0151,-1.9955,-61.2493,106.8586,-75.8312,95.2993
297.0388,78.6016,63.5805,-21.3409,45.1742,-68.0882,158.8280,17.9094,176.1382,88.2731,41.5017,-20.0704,13.2116,-15.5998,46.5390,64.7546,44.0960,-113.4862,174.1716
272.6554,30.8867,-1.4687,-77.7872,-20.6933,-39.9347,137.8793,205.9149,144.4414,272.7316,60.9608,-61.3979,-6.8367,50.3779,-3.3185,157.4952,-93.6495,-153.2127,177.7849
280.4418,12.1978,-91.4740,-132.3659,-138.7049,-49.9505,33.4688,295.6263,36.1741,337.7513,41.1417,-107.0250,-73.4595,49.6889,-88.9144,163.1683,-173.4454,-194.9864,159.7288
262.0673,9.0349,-113.6894,-131.7365,-202.4324,-50.5893,-52.8778,251.3662,-23.7940,288.8470,-12.9329,-101.6905,-110.8593,13.6371,-132.5673,80.7774,-155.9821,-186.8133,151.0893
211.9584,41.7667,-94.1990,-63.7444,-227.8133,-18.6238,-75.4607,160.0924,-35.6681,200.7762,-43.2317,-42.4135,-102.4535,-23.7867,-129.5113,-13.5546,-134.7459,-151.2997,78.2208
170.7684,95.0410,-119.4301,-19.0436,-264.0105,-34.1651,-103.5246,77.2968,-92.9959,113.5817,-48.6897,-6.6878,-106.4563,-67.8338,-119.5025,-65.7754,-146.0989,-157.3680,-56.4339
107.9902,101.6341,-150.7395,-30.7260,-257.4934,-98.4826,-157.8194,10.5829,-169.0332,44.0783,-47.2114,-15.2442,-129.1879,-98.8812,-119.0403,-85.1238,-131.6381,-149.4467,-130.9288
13.6800,60.4608,-97.7677,-21.9816,-174.6334,-99.9823,-177.7787,-28.8772,-193.8636,3.4456,-16.5647,-21.9624,-122.7117,-95.0318,-113.6151,-95.4645,-84.1452,-59.3220,-120.4444
-32.5769,47.8037,-5.3936,17.6015,-95.0750,-44.0276,-176.4221,-65.2119,-208.1119,-50.1199,25.4849,-28.9845,-105.7212,-105.8624,-110.3443,-127.0931,-44.8097,22.7588,-129.7403
-18.6318,72.5496,31.6130,29.2548,-62.8062,-36.7549,-204.2203,-122.7434,-241.2594,-144.2314,26.2672,-53.9926,-119.9998,-162.3565,-127.4044,-184.1485,-10.8763,26.8122,-176.1696
-33.9758,54.0134,23.4262,25.1757,-17.4865,-61.0508,-194.7411,-141.6740,-223.7815,-188.2714,-6.7112,-61.8910,-122.1652,-177.2593,-126.9840,-188.9341,15.4728,33.5193,-153.6174
-111.7014,-33.6176,2.2365,24.6936,56.2196,-36.1832,-67.3119,-63.6570,-114.2339,-88.7962,-54.4663,-45.6857,-76.7749,-79.6753,-67.2933,-76.5324,-8.9082,64.0859,-26.9495
-209.9248,-130.2890,-57.8870,-14.3486,78.6220,13.9510,109.2347,60.8657,54.4746,95.6844,-131.0397,-49.7292,-40.0284,48.5642,2.3676,84.9462,-81.7303,25.0151,108.5150
-295.3759,-202.6022,-144.5284,-73.3880,20.5134,39.1738,223.7593,151.6552,229.1727,244.4085,-194.3438,-66.6872,-44.0534,95.6281,21.4717,180.1352,-147.8190,-69.9983,170.8711
-341.6562,-252.9174,-186.3908,-76.9646,-45.1532,47.5809,252.0163,187.0161,324.8806,311.2044,-180.9960,-53.4021,-60.7048,67.8299,12.9832,173.8451,-177.1457,-107.1590,165.3710
-335.5381,-251.0275,-159.2844,-38.4764,-68.7489,44.1532,192.0800,167.8753,266.5506,288.6738,-125.1254,-25.9691,-94.7401,30.0338,-1.8665,96.6747,-162.6433,-79.0843,113.6544
-298.5363,-187.9911,-96.6445,-15.7275,-73.4190,32.5522,53.0598,102.3255,100.2190,177.4574,-77.5815,-18.5912,-136.4778,8.8702,-43.0605,9.4121,-100.8274,-54.8617,37.8381
-246.6217,-129.7931,-19.7585,3.4913,-59.9568,41.9607,-69.1296,42.7022,-42.0663,50.3782,-17.3493,-16.3131,-114.5722,6.9525,-80.9945,-19.4119,-16.2685,-30.8682,10.5584
-190.3609,-111.2488,65.8895,42.3168,5.0317,73.0455,-91.4429,46.1975,-98.6272,6.6398,49.2571,1.9767,-39.8052,24.8262,-78.8015,11.7758,67.3315,27.9857,69.8240
-153.7597,-78.3500,141.5251,80.7453,94.7936,103.9492,-82.7165,89.3950,-125.7423,29.2630,79.9803,33.3214,-12.4864,44.0980,-86.4158,32.2554,158.4496,101.5510,117.2993
-119.5408,-4.3142,182.2873,108.9687,144.2647,136.8427,-128.8770,96.9728,-178.2287,20.0124,95.2461,69.1152,-27.8935,40.7730,-128.2083,5.4823,238.9596,152.3971,69.9715
-64.0034,52.5205,173.7299,124.6522,144.4246,156.5847,-160.6722,59.3404,-201.1508,-26.3933,103.7471,81.0922,-13.7039,13.8927,-126.3955,-33.6287,243.1539,161.6521,8.4955
-44.5138,41.6042,118.8818,100.1561,117.5134,124.4310,-86.2248,37.0700,-109.0074,-25.1912,54.3205,39.4171,3.8063,-20.4180,-48.8781,-43.4765,158.5814,117.9521,21.8781
-67.9076,-19.5247,59.7073,27.2059,88.7077,51.7260,59.6077,49.9067,85.2721,44.2241,5.2408,-30.4646,18.6319,-48.0928,59.1735,-16.8859,91.7635,36.6835,103.8483
2.5815,-85.3683,79.3196,-57.9404,125.8535,-13.7490,238.4307,68.3043,319.2170,129.1449,97.5888,-88.7607,132.1305,-64.8298,202.7611,21.1974,154.8851,-46.3601,274.6088
199.4694,-130.1444,204.3499,-126.4243,243.4685,-58.7496,455.2445,90.9100,539.9850,198.8557,279.0208,-149.2092,315.0375,-77.5919,369.0380,36.1210,290.9321,-128.7707,510.0898
353.7746,-151.1780,315.2203,-188.4288,300.5891,-105.7000,596.6284,106.3068,635.8011,222.1221,358.3394,-220.0537,377.8724,-103.2982,430.7153,10.6911,326.8111,-226.2231,611.2293
397.1024,-147.8946,293.4288,-255.6290,201.1119,-180.4479,527.2034,53.9341,531.9232,149.9117,327.9745,-254.5138,296.3560,-157.2199,341.3106,-57.0222,239.3661,-308.5118,488.0001
438.6498,-126.7553,222.2576,-294.6216,76.3570,-266.6987,366.1321,-51.3460,375.4784,26.6916,320.1893,-233.5038,236.0563,-223.6841,252.0834,-144.8159,183.0998,-322.4473,364.2115
501.8717,-111.5996,232.4859,-261.6092,66.5214,-286.2123,317.1876,-91.1688,333.4903,-28.2846,336.1970,-199.9179,249.2270,-248.4023,260.2632,-187.6232,202.7876,-258.3555,390.8317
532.1035,-92.7007,267.9417,-183.2747,122.6095,-207.1176,325.8121,-37.0266,320.5247,-12.5054,316.4642,-174.1504,261.4067,-202.8598,270.5445,-154.1492,197.4718,-153.2197,413.6393
582.5823,-16.9949,256.9625,-120.7358,169.5908,-113.2851,251.5260,9.1890,217.6650,-26.2547,325.5123,-134.1495,260.0429,-133.0905,209.7727,-108.9665,178.2700,-57.9666,327.4439
691.3853,98.6588,283.8050,-66.3882,216.6857,-59.5933,149.5080,5.8071,103.5009,-66.1784,408.9069,-73.7695,257.7772,-82.1843,140.2872,-88.7503,220.8004,-0.0077,223.0275
753.8333,157.8811,362.2612,8.2873,252.9085,0.4627,114.8181,-0.3614,65.6271,-50.2675,456.7140,-4.6103,237.2097,-23.5864,130.5671,-33.6811,255.5374,37.9566,135.8731
704.5907,152.0538,359.5557,66.9684,253.9222,73.5882,139.0631,-3.0374,94.1920,4.2145,393.1265,64.9656,229.7632,58.1019,182.9644,59.0445,219.3105,77.9699,46.8803
613.5441,171.8322,276.4463,93.3259,253.1542,113.7302,230.9397,-6.7158,198.6932,41.9915,305.7895,118.2966,262.3503,118.5084,255.3036,106.6217,199.6184,111.6234,26.9856
542.3997,230.4693,248.9181,135.9337,268.5848,138.8237,384.9903,34.3859,350.4530,98.1020,281.7949,145.6572,275.4515,139.7830,284.5002,107.2486,227.3283,128.1797,108.0276
496.3269,268.8415,279.0563,187.5102,259.1502,166.3395,479.0630,116.6591,425.1332,184.8155,292.2524,162.6685,237.8078,147.2706,251.6596,119.6571,228.4911,119.4651,196.6506
481.2252,295.1111,280.3044,189.4284,203.3592,147.3379,432.1481,169.3037,374.4391,217.2329,282.2782,173.4569,194.5882,136.5540,205.4388,131.9441,218.2213,75.1171,225.5168
478.7865,334.1705,259.8639,160.5281,127.9358,96.2166,324.2212,184.3778,276.9331,178.2574,243.6219,159.0756,160.0334,103.7116,182.5172,126.2182,241.3515,35.2820,213.8967
444.4338,346.8140,244.7369,157.7454,74.3308,98.9530,245.2177,200.7465,194.6402,151.9671,194.8941,132.8960,132.4261,94.3136,175.1259,127.6769,250.9530,63.1810,195.0457
387.0121,331.2044,217.1216,179.6900,73.6112,148.6131,187.0709,180.5270,131.4170,128.5726,160.9149,140.2505,139.1516,116.3534,165.0655,104.1244,248.6836,126.3215,173.9882
365.5847,338.4374,202.7136,203.6835,120.9009,159.3518,116.2056,61.2077,68.0957,6.1844,161.4265,174.9798,158.4872,100.2419,132.5228,7.1022,307.5001,139.1933,120.0311
