Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-55.2479,-9.2113,-54.0616,-54.6856,-37.8804,-21.8372,37.4322,43.0253,2.9979,28.8507,136.4495,-37.4802,-29.5470,-36.4399,27.4709,21.0979,-74.1905,-62.3722,0.8185
46.5073,61.4231,8.3805,48.9354,-87.0129,70.8672,-72.9602,-29.4294,-77.8711,-90.6896,-243.6608,1.2355,47.3603,60.3123,-12.4931,-58.4150,-36.9326,31.1085,-83.5017
103.7747,92.4044,79.7468,111.9152,-75.3915,97.9163,-149.4814,-89.1783,-101.3186,-51.1127,-400.9876,24.4266,95.4186,93.4884,-48.0743,-115.2077,16.8539,93.5954,-125.3874
159.7050,150.6637,170.9724,106.3921,62.3118,58.1279,-90.3826,-69.0137,-32.4843,77.4142,-317.8591,41.4082,135.4419,75.2364,-30.1881,-130.2434,43.8046,111.3644,-124.6139
219.9212,221.7403,237.8497,106.1428,168.0085,46.4590,-16.7446,-28.8507,-2.1973,58.6843,-297.6837,58.5910,172.9537,86.7940,1.1229,-156.5664,45.9562,125.0248,-147.5722
219.2642,214.0921,210.1591,128.7340,135.8837,71.1160,-46.2501,-41.6650,-55.9287,-44.2632,-345.4162,58.3123,145.5838,101.2733,-13.7122,-188.3905,35.8177,123.5943,-184.0366
163.3864,169.1368,112.1007,108.5970,69.5450,53.5658,-98.1888,-87.1222,-99.1595,-61.1455,-324.4773,44.8982,62.5740,72.8900,-35.3132,-189.7068,-5.9813,82.7909,-191.8931
102.2783,177.3053,18.5695,60.8518,37.8813,-6.3943,-101.7027,-114.1320,-96.8743,-23.9920,-303.6719,46.0962,10.9947,48.8680,-32.9345,-174.1144,-64.1616,34.8955,-184.2005
51.6091,200.1845,-51.4033,60.3990,-1.5415,-31.5116,-115.0401,-97.6543,-85.2057,17.1030,-327.4415,48.6023,2.3883,45.2865,-60.9618,-159.0406,-86.4737,17.5785,-159.6264
43.0915,179.2258,-92.6680,73.3000,-34.0921,-6.2896,-143.5361,-43.4952,-69.3368,64.0115,-322.8401,11.6950,-8.0617,29.3879,-117.5310,-142.1617,-75.7423,38.7832,-88.1623
96.4853,133.7418,-77.0164,35.1360,-10.2305,33.8451,-110.6572,12.6889,-39.0469,62.6330,-306.7341,-48.1814,-5.8490,41.4237,-126.0064,-125.9334,-64.1538,93.9488,7.0333
146.6379,76.6466,-24.7472,0.1945,45.4140,89.9827,-15.7831,56.0752,19.1121,39.4232,-311.3129,-74.1752,36.3974,99.6406,-80.1638,-97.3941,-45.4765,137.8155,83.0215
135.4628,16.7236,-0.9448,10.4931,84.7966,139.1389,71.9791,104.5705,104.2883,80.4352,-290.4160,-62.4358,82.6449,106.0790,-26.5279,-55.3988,-32.8128,115.5115,130.3554
90.7640,0.1328,-21.5585,-1.1926,94.6149,109.7516,114.4589,133.2563,149.1080,109.4830,-262.2134,-58.5241,90.9504,34.1591,19.3428,-46.4441,-57.8374,73.5572,130.2358
63.4662,30.7026,-33.5548,-44.2376,96.2840,33.0503,116.3412,101.4446,114.5762,55.3664,-273.8387,-81.1153,76.6093,-10.8854,32.9516,-75.5618,-66.3036,108.4216,82.2469
94.2066,55.2366,29.6563,-40.6640,139.6710,29.1445,112.6718,48.5063,70.1531,28.1732,-280.7585,-103.4551,80.0047,-0.8930,-2.5501,-80.6102,17.3551,202.3214,51.6785
191.6641,52.9554,183.2596,9.3933,230.0074,86.7107,126.3841,28.9677,47.8925,54.0856,-263.4565,-88.7353,109.1269,1.6194,-39.5085,-59.7340,147.0453,265.5586,68.4110
280.7829,34.8260,350.4400,53.9369,299.2917,98.3620,119.3421,26.6308,10.0926,28.9665,-266.5771,-36.3013,136.7775,-2.0519,-45.8834,-68.3745,232.1064,287.0459,82.0170
289.1194,7.3290,425.6535,92.4060,316.6107,77.4985,77.6167,25.9065,-6.0736,-19.0448,-274.7053,-2.8905,149.8556,7.2771,-40.8292,-95.0548,260.8732,298.0099,77.4763
256.0696,-5.3712,390.4926,107.6955,312.1748,91.3893,73.1810,37.1132,32.5793,-24.7274,-262.3749,-35.2572,161.3834,-0.9863,-12.0140,-95.5345,247.3782,287.6941,86.5725
227.0731,6.6560,303.4388,65.4447,285.7884,112.5211,122.6685,35.6882,52.1951,-40.3616,-261.1705,-95.7842,164.6791,-18.8164,49.5378,-75.4157,188.3937,255.2430,99.2382
167.2776,-3.5102,206.3356,17.7212,230.4668,116.4882,131.9957,12.7646,41.9828,-53.8938,-268.1722,-124.4839,143.4617,-7.4689,91.3298,-45.4100,109.8186,225.9298,88.7470
82.5408,-55.9303,119.3333,28.9144,179.5619,126.8023,65.2786,12.9404,64.2906,-5.6490,-260.3510,-122.8198,122.2186,16.2689,96.5384,-11.4608,53.8709,191.2495,55.8773
48.6281,-86.0058,73.9612,69.7161,138.3107,119.6469,-8.0198,36.5281,67.5417,21.5392,-258.7558,-108.5672,128.4304,30.6902,99.9667,-11.7291,42.1762,145.7679,9.8414
75.7887,-50.9986,80.5917,100.2658,86.7327,90.1177,-46.4307,39.4745,6.7642,-29.9295,-256.9546,-73.9490,141.9634,47.5123,83.9828,-53.0168,74.0636,128.0412,-19.3892
104.9394,3.1585,106.6994,122.6296,54.0097,94.8124,-64.4903,29.8015,-23.5404,-63.9040,-228.5885,-31.2387,135.3700,53.6334,29.3228,-83.1021,109.4029,140.2766,-10.2769
114.4553,38.4570,120.8841,135.0963,65.0005,100.2057,-75.3353,25.6726,-7.6129,-57.2218,-209.5319,-7.3790,101.4398,43.5451,-13.0015,-77.3726,106.5351,134.4044,-4.9219
121.5548,72.6477,123.2619,151.7214,77.6202,33.6791,-85.2897,4.4496,-28.9134,-86.1117,-221.1735,4.1951,41.4404,58.1682,-26.4730,-48.8183,97.4701,103.9605,-18.0224
138.2119,92.9818,121.8973,180.9989,51.0199,-29.3197,-86.6355,-26.1705,-45.3799,-137.3376,-220.9838,16.0245,-11.8278,88.7741,-53.6023,-2.4420,120.7152,70.3412,3.8262
168.7603,55.6507,113.0309,163.4296,-4.6736,-12.5024,-70.9720,-41.8889,-10.1232,-162.2013,-208.6283,17.5241,-19.3162,69.3921,-88.6335,38.5022,135.4440,31.8471,29.4860
193.5494,-8.1089,102.0099,81.5970,-51.3034,4.8499,-67.4813,-67.1549,-4.6032,-161.8866,-214.8929,7.0432,-6.2878,14.0650,-100.8556,50.3266,117.5363,18.3861,-15.7705
179.0839,-25.7465,110.9318,34.7465,-47.8685,-6.6290,-77.8630,-94.8094,-3.6732,-117.3721,-217.4690,-4.0123,-5.9916,11.5875,-94.7284,62.4170,113.9680,65.2617,-45.4191
142.9434,-3.5571,131.6667,62.5697,-1.6094,30.7487,-40.1793,-61.1973,87.4819,-30.7804,-206.3689,-11.4087,15.1632,79.1488,-63.5203,88.8504,129.6969,99.2392,30.3585
136.2571,16.2038,111.9851,86.5301,14.9541,79.7483,25.1103,12.2368,137.7752,26.5822,-209.2482,-13.4041,59.6592,138.5122,-12.1704,88.9657,114.9711,35.1734,69.0375
146.0273,29.3158,34.3421,85.4151,-43.2972,52.6070,0.4522,32.4481,15.8550,27.6520,-213.8744,-24.2974,54.6424,124.1886,2.1342,69.7523,59.7613,-51.9306,-47.6612
114.2410,7.2174,-44.2341,97.4336,-132.8511,11.5578,-101.9755,3.3186,-98.1173,6.8762,-204.2462,-74.1188,3.7070,52.0332,-19.8495,77.3850,-19.3579,-49.6694,-176.3971
51.9714,-75.7613,-72.3124,96.8172,-182.3156,23.4335,-139.1325,-5.4579,-49.1501,-21.9862,-204.0413,-145.3158,4.6494,-14.1269,-3.9702,82.0321,-105.6618,-0.7924,-192.9910
21.2984,-130.6055,-66.3034,66.2069,-166.5497,22.2798,-98.7943,-0.1177,12.7911,-42.9708,-210.1125,-168.1096,61.2518,-33.3759,33.5151,43.0083,-156.3907,3.0107,-181.6384
18.8974,-83.0603,-70.7869,54.7454,-120.5288,-20.9688,-94.1773,-17.2552,-42.7236,-35.0362,-202.2983,-120.8415,72.8258,-4.6059,7.9700,14.5038,-160.6308,-16.0238,-202.1893
-3.0183,-36.2654,-99.3348,64.9027,-82.8886,-34.5160,-129.7545,-30.3232,-125.6861,-13.8491,-199.2704,-64.4710,24.9279,52.0266,-59.3577,41.1915,-163.9572,3.6686,-193.3974
-33.4324,-83.5304,-116.9497,62.4990,-38.7384,9.0264,-126.8152,-11.0491,-150.7061,9.6006,-206.2934,-50.8554,6.0591,89.9845,-90.1841,75.7987,-156.3533,49.0154,-139.2452
-34.3948,-133.1314,-80.5251,83.9424,18.0750,68.7864,-100.6171,8.0745,-140.3871,27.6013,-200.4635,-52.6530,41.1305,80.2846,-89.7718,81.3535,-76.5559,72.4636,-87.7269
-13.0221,-97.3823,-5.0610,159.3735,37.1642,113.8975,-101.6327,2.6315,-109.7164,10.3363,-194.8767,-15.5902,64.0568,77.0554,-86.2509,75.7522,57.1491,69.6878,-44.1476
