Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-111.4528,-45.5043,-39.3667,-120.4962,-108.2650,-160.4566,-72.4893,-83.1252,-4.2158,-73.6493,-114.9484,-40.3866,-52.3906,-68.3772,-54.7926,-85.5094,-35.9200,-43.6282,-112.6235
14.4925,111.1361,108.7742,109.4051,73.4504,85.6117,55.7458,15.9341,61.3053,-13.2321,25.7773,112.6038,51.1314,114.6026,-0.6795,18.9120,113.4949,117.7799,99.5374
149.4224,195.2750,234.7005,217.4351,188.0532,240.5679,128.9145,128.8775,80.3446,109.3004,166.0922,167.3648,104.1475,201.0436,14.8948,110.5314,204.2061,194.2919,220.3450
169.3674,120.2123,226.4568,146.4911,154.1970,234.1716,106.2576,188.2017,51.0062,162.0102,187.3464,77.6766,52.5155,145.0690,21.5204,122.5078,191.7587,159.7967,201.0703
137.5602,16.9503,159.2616,94.5069,109.6398,225.7912,92.3728,222.4149,55.2334,143.8598,137.3456,1.5995,4.1857,123.7066,49.0477,113.6907,160.7115,150.6680,191.5179
178.0690,-16.0485,138.6900,94.3188,119.2621,222.8441,87.1054,210.7884,48.1583,108.3553,164.4843,0.7508,31.6143,147.5856,6.4599,100.0657,138.7730,176.5082,149.5594
227.4761,-6.5668,122.2394,64.2017,119.7959,158.8671,58.7989,136.2063,-27.4879,58.7205,232.7023,-14.5197,74.3258,109.2180,-69.8631,66.9164,94.4439,157.7725,48.6360
149.6734,3.9672,45.5334,55.5834,104.6980,140.1026,73.6956,117.1569,-50.0537,55.7672,164.0775,-47.1807,63.4475,72.5158,10.4737,66.4141,35.4665,112.5198,91.8268
8.2719,-18.8769,-40.2028,66.5592,89.0783,194.6603,107.2081,189.1899,29.0348,133.7369,3.9330,-36.2255,14.1132,100.0276,164.4439,96.6489,-27.2882,60.8227,254.0124
-37.2478,-84.3497,-88.0718,-28.7070,34.9116,149.8280,49.6633,184.9143,50.0566,158.0780,-40.1880,-40.5718,-2.9633,81.7413,104.0332,73.7927,-106.3982,-11.8870,235.3778
-19.3405,-128.8560,-134.5721,-192.3666,-46.7497,-8.5512,-46.4504,54.9540,-10.9645,61.6993,6.2761,-122.2557,39.9446,-14.0004,-91.1573,10.2418,-187.9848,-40.1845,38.5531
-54.1360,-97.2418,-170.5587,-255.8039,-99.8463,-101.5798,-66.6851,-41.6338,-1.3759,-17.2371,-7.7371,-180.5002,67.4034,-70.5185,-89.2678,-16.1647,-239.4779,-8.7615,-92.7306
-77.0941,-23.7070,-134.1651,-206.9703,-131.5756,-110.5278,-47.1633,-55.9738,61.3362,-26.4844,-37.6318,-120.6607,20.8202,-68.0057,77.9071,-28.4655,-236.6744,-37.3877,-143.0360
-14.0494,19.4011,-62.5455,-137.9984,-157.4672,-144.8338,-37.5722,-72.3581,73.3101,-52.8417,-29.1390,-20.0741,-23.2245,-79.6911,126.8972,-65.8096,-167.0405,-119.9433,-180.0511
-0.2112,-11.1891,-43.4916,-79.7775,-143.4238,-188.3297,-3.7084,-80.4505,100.0751,-62.1986,-79.2532,19.4444,0.8025,-105.4582,55.5247,-70.9113,-76.3846,-122.2835,-150.0362
-99.6583,-77.5302,-60.2145,-55.7073,-102.0372,-192.1278,32.5243,-56.6582,157.7832,3.8628,-163.1050,10.5209,20.8762,-121.1148,41.4307,-27.7831,-52.3335,-100.9974,-103.6452
-130.9557,-72.0654,-55.2389,-88.9887,-89.3393,-206.1725,14.9445,-77.5695,105.6535,30.9944,-143.9237,-0.0790,1.0328,-137.7098,64.3607,-26.6562,-88.1840,-176.7415,-147.3006
-36.7924,21.9705,-28.5413,-133.3012,-91.4517,-251.4417,-31.6206,-148.4994,-23.1730,-46.0779,-77.6721,-5.6710,22.9004,-140.9203,17.2921,-89.8523,-85.7036,-231.6531,-196.4831
2.7491,84.4142,17.0854,-145.1530,-79.2051,-281.0239,-79.7807,-179.5134,-53.7608,-120.8713,-82.1580,-16.3090,69.3832,-125.1306,-53.5473,-124.1706,-32.6134,-168.5948,-166.2500
-44.2577,65.0780,65.8613,-129.7392,-97.8351,-278.2738,-143.5203,-168.3402,-29.7063,-155.4522,-101.7419,-35.1708,4.7109,-126.2086,-64.0580,-95.3840,-3.0127,-127.8991,-138.9023
-48.0263,35.4929,55.5700,-69.9359,-150.6199,-225.6750,-184.9367,-151.7047,-75.5017,-192.5022,-90.7156,-41.1760,-145.3557,-120.4442,-44.7538,-69.4639,11.5723,-136.1022,-139.9418
-31.3930,15.6809,3.7898,35.6928,-140.1576,-101.2150,-151.1751,-97.0852,-111.5134,-189.2241,-95.8640,-9.5050,-187.9225,-46.3279,-44.3666,-68.8344,66.4544,-40.0060,-106.7935
-48.6466,-5.5466,9.7781,111.6973,-47.8564,10.0572,-78.1175,-31.3816,-70.0486,-134.3626,-77.4723,28.7523,-83.0872,42.2085,-33.6868,-55.9812,111.5383,88.8486,-71.1269
-8.1495,23.4895,49.2321,113.2105,10.5627,6.3033,-32.5367,-45.5518,-47.5401,-105.9206,5.6718,28.1220,3.6384,37.0729,13.4870,-38.9018,73.4240,48.0412,-67.7801
67.4406,77.3457,8.6627,77.0047,-18.8923,-49.3501,-21.6590,-89.2173,-52.7849,-69.3253,53.2624,12.3973,-17.0690,-39.2650,47.3295,-40.4129,-7.2710,-76.4116,-31.6186
23.4142,36.8752,-94.6128,17.1000,-67.2049,-54.7158,-20.5946,-34.4023,0.9757,67.4413,14.0949,9.0770,-62.6938,-84.9536,15.1843,-24.1907,-70.8350,-93.2603,47.8483
-67.1183,-67.0754,-164.6749,-66.1362,-87.0748,-43.4270,-19.4132,83.1514,58.1406,226.8003,-16.6546,-13.4420,-62.8549,-82.5338,-49.4917,20.6489,-122.6502,-58.3666,94.1250
