Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-762.9635,-124.5237,-809.5497,-151.0568,-860.8483,-93.1450,-767.9728,-54.3395,-505.0247,-12.5143,-808.7145,-115.1091,-852.9971,-82.5865,-708.4318,-23.1662,-789.3053,-140.0856,-855.1198
-757.6689,-125.2680,-807.5340,-154.2728,-832.2570,-52.3661,-755.7571,-27.8424,-596.9030,-43.9515,-806.3136,-101.3479,-849.4282,-93.3351,-719.3922,-69.5157,-805.6523,-146.1876,-829.4705
-701.1406,-101.7873,-757.6358,-112.3042,-699.9216,-39.3850,-695.2891,-24.4208,-648.7695,-66.8558,-724.8200,-75.9885,-759.1805,-92.5062,-644.6321,-73.0618,-710.1345,-127.5863,-723.7775
-518.8360,-90.3900,-575.1172,-83.7753,-484.8987,-58.2967,-553.7006,-23.4270,-538.0771,-68.0913,-549.7665,-126.0219,-580.6279,-104.5868,-479.9297,-26.3192,-512.0173,-116.2346,-521.8724
-342.2338,-103.1585,-361.1187,-105.2659,-318.5669,-55.7001,-415.8473,-3.5685,-374.0834,-54.2916,-387.0750,-178.4416,-423.3638,-105.7627,-342.7398,7.5134,-361.4888,-74.6616,-356.5275
-263.9154,-61.0893,-225.3971,-54.4890,-240.6395,32.1088,-346.4593,50.7609,-260.6461,-6.7010,-287.8665,-46.9795,-328.1916,-7.6993,-265.6807,26.1365,-252.0442,28.0930,-289.4018
-179.1428,45.2755,-133.9035,86.4827,-178.8857,124.5810,-294.6841,100.8944,-159.9507,54.8213,-217.1301,161.8568,-261.5852,113.0699,-192.0101,37.7171,-114.9142,82.5991,-222.9743
-90.7427,76.6902,-101.6754,106.2073,-133.3890,74.5267,-242.5347,67.5367,-116.6000,45.6446,-191.6892,156.5402,-246.2785,77.2368,-134.6041,5.8975,-64.3302,12.2630,-136.2676
-106.2334,-19.3026,-166.4402,-49.0503,-144.2613,-61.2556,-228.8748,-28.5982,-210.4166,-53.0092,-214.1302,-23.1946,-275.0493,-60.7475,-114.5558,-52.6526,-129.8654,-67.6204,-89.4586
-128.2251,-98.8589,-195.3687,-152.6210,-134.9338,-100.3356,-192.3780,-69.2505,-291.9138,-131.8181,-190.3692,-98.5494,-247.6122,-101.3065,-67.6813,-71.5352,-107.2065,-46.3726,-28.3466
-32.6790,-67.2838,-99.4039,-97.3662,-15.9585,-21.7896,-36.1041,-3.4381,-162.9978,-90.3590,-95.3819,-22.8656,-147.1404,-29.7936,42.0944,-38.3035,46.9794,33.5926,104.1025
61.3318,-2.4344,-15.8083,0.4352,139.7069,84.9490,163.7407,119.8472,70.7966,30.6917,-21.1655,63.4843,-65.7965,50.1135,159.3038,13.7312,153.9177,107.2689,215.1930
51.5860,25.0656,-17.2073,72.2702,202.1395,177.3299,237.2682,222.5244,160.7436,110.5658,7.6979,113.1829,-22.6448,106.4228,222.6105,53.0580,171.8897,151.3096,230.1165
33.1202,29.7885,3.7269,104.4934,177.6340,194.9016,182.0769,235.1129,101.0719,105.9906,47.4954,124.9862,31.7688,116.2149,220.6421,54.5714,156.9515,128.0314,198.6910
61.7836,11.8291,60.4353,35.9107,152.7580,80.0175,136.9551,166.2709,63.0302,68.3678,94.5216,61.7362,87.1907,38.2212,189.8243,11.2213,79.3903,32.6325,160.7227
73.6666,-35.4580,51.0112,-95.4227,126.9878,-83.0551,125.9838,104.1605,54.1918,26.0298,99.5560,-47.5458,97.3137,-87.3712,163.6583,-66.1467,-13.9355,-54.5699,113.7271
50.9362,-60.6182,-4.8002,-132.5927,72.1867,-150.0482,85.6974,85.2937,-31.9391,-23.5625,68.8110,-93.9113,67.1844,-152.5891,130.0322,-132.2316,12.8705,-50.7020,101.8927
57.6884,-23.4089,18.3909,-46.4432,75.6877,-91.9367,100.3591,86.2185,-99.9005,-32.2671,64.9324,-25.6680,57.3588,-95.1788,105.2274,-102.5096,139.2260,33.2355,177.4803
125.3116,30.1637,131.0733,31.6442,190.1543,6.5897,255.7178,125.2862,20.4143,42.1877,113.1278,70.0952,100.1037,19.4702,140.3724,16.2108,222.3360,107.4539,299.4863
168.4286,34.3965,184.3894,31.7734,261.2224,53.4015,366.7877,209.7522,204.0954,147.0226,139.9248,72.1327,128.1377,55.7941,184.4185,80.8687,201.1678,119.1138,367.3260
97.3694,-8.2781,88.6291,-0.5449,178.4720,46.8854,277.0449,262.3137,215.6678,192.5054,82.6843,-0.9873,76.6098,1.3440,152.1157,34.4004,119.7713,110.9979,340.4542
10.6262,-46.1737,-29.0393,-29.4888,88.6582,52.6079,177.9801,214.7975,104.3175,126.1284,10.8767,-44.5344,7.8083,-32.8788,105.8050,-25.5562,70.7302,109.7673,257.9226
40.5278,-50.9153,-35.7295,-52.3149,102.6555,61.5393,213.7682,97.4856,31.6584,-20.5391,0.5370,-60.0717,-7.9594,-34.5181,119.6923,-54.5387,101.0399,74.1175,168.6143
80.5358,-38.2107,-10.7478,-43.2462,108.5810,29.7936,212.5797,18.8158,-1.6836,-95.7556,6.0995,-88.2707,-8.7902,-55.6952,125.0281,-66.3834,135.9475,32.5006,119.8689
18.5494,-25.0461,-26.2902,11.2543,62.3182,30.4868,125.5523,56.9054,-8.2740,-9.9818,-5.8337,-72.7711,-16.1328,-37.3341,83.9905,-20.2412,117.1758,67.9112,141.9874
-4.3947,-3.6609,20.0062,64.4826,79.2521,111.8134,128.9583,124.5428,20.6465,69.6572,13.7439,-4.6426,11.5668,43.3622,52.8105,59.1706,108.9597,129.0254,166.1091
