Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
65.3224,73.1684,28.9212,43.3863,35.9790,56.0610,36.2866,23.2700,10.3017,31.3147,51.2621,27.0735,32.9647,31.6766,6.7101,-67.5414,9.8292,34.2414,37.5555
-383.5505,-269.4693,-392.4630,-279.1635,-331.5196,-160.4990,-159.2259,-15.5512,-153.2830,-35.0485,-320.0267,-129.9277,-272.8999,-53.6172,-117.9627,-68.7667,-295.6862,-116.5685,-14.8729
-552.3392,-378.8969,-506.4526,-410.7167,-357.8030,-305.1960,-177.1575,-111.1590,-152.2573,-90.5290,-440.4417,-193.1680,-312.3537,-139.1433,-102.2557,22.0026,-375.2768,-134.1637,-84.8294
-436.8150,-319.2015,-342.7814,-276.0432,-198.4945,-262.5448,-193.1057,-220.1160,-96.4374,-150.6651,-289.8500,-129.8986,-215.1926,-161.2737,-66.6784,83.2800,-214.1193,-66.9977,-170.4975
-324.5473,-294.2783,-207.9295,-129.3350,-184.3507,-129.0200,-266.1070,-217.6402,-128.0637,-169.1856,-193.4954,-76.4912,-208.6586,-104.0583,-104.5012,41.0653,-91.5246,-50.4577,-195.5358
-263.1250,-257.8583,-161.1880,-138.4187,-232.4931,-73.4373,-256.0868,-127.1422,-131.0710,-144.0445,-198.1145,-85.7279,-219.5161,-59.2520,-116.8051,7.4243,-94.4674,-85.1697,-109.9537
-238.2037,-239.2504,-174.9345,-269.4889,-239.9054,-147.8873,-199.0734,-71.5808,-44.4174,-137.5406,-172.3868,-109.5246,-201.1745,-92.3377,-84.6453,23.6967,-169.9320,-158.0983,12.1621
-299.5753,-349.4289,-253.4561,-392.7363,-291.3078,-235.3345,-195.3228,-53.9573,9.7415,-122.8017,-152.5679,-128.8285,-228.9836,-118.2923,-87.6673,29.7609,-275.9594,-262.1302,76.7871
-333.3032,-409.5478,-290.6283,-364.4874,-340.4185,-206.8152,-205.1711,-35.7704,-3.4116,-60.5899,-173.9179,-130.1019,-258.8219,-66.5403,-111.6245,34.6163,-285.1118,-295.6755,70.7560
-230.5301,-246.2932,-232.7194,-207.8897,-320.7226,-109.2694,-234.4630,-51.5179,-34.1412,-31.2702,-170.5710,-94.9188,-249.1872,-13.2004,-124.9379,39.5785,-149.5846,-222.3520,24.1992
-126.4796,-65.6506,-193.4190,-129.2774,-324.3866,-86.7307,-299.1610,-85.1697,-68.4762,-59.5313,-151.6625,-63.5154,-260.2584,-24.1612,-140.0600,25.7565,-60.3840,-173.1819,-19.1657
-142.8806,-66.0114,-224.3544,-209.7246,-338.0365,-167.2029,-266.9832,-69.5842,-48.2015,-48.9041,-161.7376,-77.8552,-254.7776,-63.3720,-116.9981,59.9165,-125.4021,-227.4636,-16.2191
-208.2734,-155.7069,-251.3373,-298.2852,-249.8462,-265.8837,-109.3392,-38.6134,44.0192,-5.4359,-174.4422,-108.0743,-164.0244,-101.3830,-43.8087,111.3459,-192.9456,-308.1142,12.8077
-237.7440,-242.8429,-217.5543,-273.7109,-129.2722,-320.6854,1.3927,-65.9650,80.9282,-15.2732,-164.3900,-115.9375,-67.5813,-135.9045,-2.5085,23.6945,-160.9677,-328.4921,2.5195
-223.2296,-327.8614,-134.9530,-182.9108,-87.7568,-313.7856,10.7713,-128.1328,32.6344,-43.2346,-124.6226,-100.7241,-37.5588,-142.3179,-8.1970,-112.4436,-111.5230,-275.8536,-48.3453
-195.5105,-344.7544,-90.1254,-123.0285,-78.5079,-244.2841,-0.4885,-154.2525,27.7953,-27.4914,-58.5181,-69.1815,-37.1053,-112.5104,-3.2181,-59.5480,-106.9082,-194.6112,-76.7427
-189.4840,-248.9609,-135.9461,-129.2468,-57.3994,-139.3699,-35.1027,-105.1041,63.3276,-4.4341,-32.1584,-41.9798,-50.6248,-65.8242,-5.0569,92.5697,-111.5442,-142.1465,-49.9048
-171.8531,-120.3514,-161.9405,-152.8108,-55.6264,-37.9394,-93.1505,7.4392,43.8708,0.2562,-77.8938,-45.0278,-77.5203,-11.5647,-38.6965,126.9880,-78.3699,-119.1458,19.4522
-95.1944,-39.5528,-89.5097,-126.9950,-66.1135,33.1118,-104.1590,106.9348,18.8607,-5.3338,-107.0597,-57.6484,-80.9191,28.6262,-56.0019,101.5546,-5.3847,-94.5754,100.5801
-17.9670,-17.3335,-24.8273,-64.0596,-64.4728,50.4153,-89.2948,124.0202,30.4479,-33.2003,-66.4229,-43.7220,-67.1838,23.3818,-51.6888,87.2177,58.7829,-76.2411,136.6377
9.2910,-35.4176,0.5163,-17.7167,-55.0894,21.0239,-135.9265,78.5690,-9.0395,-49.0379,-6.6893,-15.7776,-70.5597,-8.7675,-73.0343,-2.6282,87.1146,-62.7847,87.3142
41.8670,-50.5046,87.4887,15.3707,-39.1281,10.7520,-235.7347,22.5435,-91.6391,-18.4787,40.9452,0.0169,-79.4394,-12.6411,-108.2465,-93.4794,128.3475,-26.8026,-2.9285
82.6650,-29.1585,184.5912,51.3684,-31.9602,58.1492,-307.5874,-19.6760,-108.3233,-11.1353,59.6731,6.8092,-82.4277,33.6580,-117.7986,-23.4712,194.4011,-2.0774,-62.3797
64.7416,-5.9567,156.5676,59.6246,-52.3228,84.0606,-280.3522,-33.6927,-69.9971,-49.4052,32.7842,15.0144,-80.7107,86.6956,-96.5871,103.2297,187.7461,-38.1021,-90.4599
17.0523,-22.2802,37.6379,34.3074,-70.2483,-2.9297,-147.5090,-37.7631,-39.3097,-36.4055,32.9017,34.3046,-54.4204,71.4799,-48.3616,107.2337,63.1999,-91.5338,-117.8150
-0.3442,-37.5797,-71.0794,18.1919,-53.5754,-141.4538,-10.7235,-73.4929,-4.1429,20.9781,90.5384,60.5881,-13.1912,-11.9433,5.6675,41.6491,-58.7715,-96.3016,-136.2176
-17.2210,3.8554,-112.9956,23.6420,-6.7100,-190.3678,39.9655,-124.5407,19.8540,14.0843,64.7331,50.5564,13.7198,-61.4193,33.5664,20.0984,-51.3077,-44.0910,-138.4391
