Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-0.1139,19.9638,0.1537,22.0804,-4.5327,7.4378,44.0508,9.6456,56.8564,5.6041,0.6583,14.8244,13.7677,14.5985,49.3971,15.2692,-14.8834,-6.7032,21.4792
-83.2136,-12.1208,-59.0004,-14.8537,-35.3522,49.4290,22.4275,93.9809,127.4105,85.0163,-37.0622,-14.3882,-22.8499,16.0987,65.8021,28.3276,-55.2789,-6.3667,116.5370
-104.0186,-38.9519,-84.9375,-59.6873,-63.6949,0.6604,24.3481,164.6936,197.2159,178.9205,-50.6302,-35.5456,-38.1096,13.7767,83.2705,83.0133,-100.9062,-94.4058,131.2317
-61.7580,-36.8146,-70.6972,-76.7568,-93.9166,-96.1397,4.1614,161.0035,174.6823,213.0643,-40.5565,-31.8767,-42.4418,4.6379,68.7355,122.1304,-122.3898,-209.0217,22.9370
-13.3427,-28.1802,-23.6210,-52.3720,-50.0103,-29.2788,-44.3288,118.6186,45.5410,166.9630,-17.4986,-19.0859,-33.6641,20.3146,-10.9758,97.3624,-46.8479,-162.1119,-23.2127
17.4333,-48.4543,22.2925,-40.9427,47.7352,110.9603,-68.2882,70.0443,-85.1780,90.0922,1.9418,-24.2768,-18.4262,42.3441,-113.1447,53.2397,54.8378,-38.4660,31.2965
7.7663,-114.1724,2.8583,-111.9598,47.7773,38.8107,-63.0491,-8.9057,-114.0149,3.2399,-9.8406,-66.3943,-33.7727,5.6575,-143.4510,33.8454,23.3434,-86.8154,37.0147
-55.1598,-206.9407,-77.0522,-239.1504,-50.0449,-184.8114,-60.2193,-96.4239,-57.4543,-85.7225,-48.0056,-138.3100,-64.2000,-89.8834,-76.0326,-0.2710,-112.7671,-255.7893,-22.5932
-132.9524,-250.3725,-144.9095,-306.9190,-103.0661,-281.7346,-68.3154,-107.0103,0.1126,-89.3842,-79.8359,-184.8325,-62.0798,-169.8096,20.1104,-67.8756,-200.0305,-286.8184,-67.3363
-176.1659,-167.0408,-169.5856,-233.9595,-104.8258,-207.6682,-101.3377,-21.4720,6.9259,36.4293,-93.2262,-138.7849,-54.1937,-167.8169,61.9503,-97.6832,-202.5946,-134.6369,-115.8581
