Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
46.9114,27.8509,99.2569,7.0284,29.7211,60.2246,42.8479,91.9091,23.4372,106.1210,14.4112,18.2793,37.3629,38.3465,16.4598,51.1444,70.7765,66.5796,32.4957
99.1269,32.7506,135.9217,110.1729,149.2331,155.0383,209.9595,151.4612,86.3872,129.2015,0.5310,38.5865,87.6054,82.8440,174.1663,196.6331,44.4434,35.7956,85.6076
47.1072,19.2721,39.5760,109.2002,149.4684,45.1937,217.5818,14.3892,44.7869,9.5852,-1.1180,48.7721,112.3669,31.7698,174.4350,161.5320,-53.7628,-64.3030,14.2938
-44.8971,65.4163,-48.6539,78.0809,106.5018,-113.6773,191.4721,-130.2770,24.7974,-96.4774,-1.2879,87.4125,100.5707,-43.7548,150.9916,67.7146,-139.0002,-153.4994,-78.6773
-94.0955,70.0826,-87.3085,28.8543,54.0109,-164.4092,170.4935,-156.8430,71.2413,-92.4357,-25.7984,49.4381,41.2793,-92.5369,177.1487,97.2094,-170.0089,-207.8346,-74.3336
-95.0962,-16.1405,-119.7654,-57.4955,-9.8401,-167.6113,77.5713,-147.9871,73.4436,-61.8506,-41.1992,-54.6903,-11.1591,-99.4378,116.9804,158.9503,-156.5086,-206.2430,-30.8570
-71.8562,-64.9455,-113.5935,-97.9412,-23.3712,-169.4840,-18.5598,-145.4295,8.3629,-76.5458,-24.9358,-81.2446,3.9712,-70.7004,26.4954,113.7979,-128.3044,-124.8971,-46.9758
-49.9086,-29.0823,-78.4700,-42.4785,0.1953,-143.4787,-35.9321,-133.8246,-34.9411,-116.4130,-15.2100,-30.3629,33.7168,-37.8027,55.9978,39.4312,-107.2415,-32.9269,-90.8540
-28.2021,18.2488,-62.8975,46.2865,-8.5605,-119.3281,-17.9434,-141.3804,-24.4701,-143.1231,-17.6667,15.3708,21.4196,-7.4079,98.3821,42.8542,-73.9494,-5.0331,-68.5955
21.1679,47.8621,-18.1045,100.3998,12.5962,-112.5626,38.6974,-138.8961,8.1064,-119.6558,-3.4216,50.5789,28.8303,19.0411,49.2358,76.4295,-22.0058,-2.0863,29.4099
67.3784,37.7710,57.2956,78.8755,122.0921,-78.6430,140.8733,-62.5992,39.8388,-35.3820,4.5851,45.9730,79.8835,13.9377,22.7782,82.1693,-1.3789,21.0922,115.2534
51.9112,-28.5634,54.4559,0.3910,197.0492,-19.8771,161.7841,31.8147,55.5277,49.3172,-14.9002,-17.0410,70.5184,12.3116,49.1307,101.2935,-22.0474,36.8972,124.1698
24.5260,-65.3576,1.2379,-17.8344,154.9604,24.0110,72.3924,65.2919,49.4205,70.0449,-22.0403,-35.0410,-21.1875,71.4128,32.0094,156.0619,-10.5483,45.2184,103.2313
67.6336,-9.9726,37.2760,69.4495,114.3185,38.7370,47.6514,63.7281,35.9414,40.1101,-4.7842,22.4413,-52.8221,108.8628,1.1857,176.7095,70.1661,84.2142,123.6266
130.6690,58.4472,134.3968,134.5670,170.8743,16.5651,146.4270,50.4227,31.9984,6.6356,-2.8087,33.9035,40.5162,33.7769,29.2573,114.7557,153.1891,135.6986,158.5123
115.6613,67.1133,148.1202,103.2106,248.4381,-12.3076,226.4766,18.9301,49.2451,-7.6191,-22.7303,-17.0710,118.6580,-42.5081,82.8405,43.2717,153.0848,143.8293,149.1199
33.4567,41.1689,46.4251,70.6057,235.7017,14.3829,215.6033,20.3555,86.5155,2.0878,-45.4511,-26.1824,48.8111,2.3794,121.1303,56.8360,79.1491,92.3557,119.7590
-31.0616,31.6835,-68.2636,108.9911,131.3060,69.0522,169.4684,68.8990,121.0836,24.4602,-63.9218,16.2039,-90.3783,82.5955,121.3759,108.8468,44.7103,19.3938,118.9909
-12.4359,68.7740,-60.1966,172.1058,47.2282,71.0746,138.5499,79.6570,141.6299,34.3458,-56.5945,56.4732,-124.1246,82.6266,68.0602,81.0080,111.9613,-10.3470,127.5773
79.7180,111.3408,78.7197,195.9033,72.7813,46.4539,146.7320,43.2558,166.3492,24.7665,-21.7769,74.1444,-35.9523,42.3306,38.1042,4.7944,175.4760,25.5593,111.6857
149.3191,81.3287,169.3120,175.8311,146.1752,78.3499,188.3894,63.5663,200.7581,20.3622,-10.0556,53.5164,31.9380,60.1140,93.9381,24.4302,140.6117,77.0864,97.8207
137.8704,25.0539,120.0537,170.9353,164.1814,168.9330,216.4908,159.8659,213.2495,47.2165,-27.5748,30.5383,21.5066,151.9117,137.8949,124.6242,100.1069,112.4836,126.3341
124.8384,49.4155,97.5363,219.2524,149.7307,259.2845,206.8092,239.4618,167.1227,94.8466,-15.3822,74.4828,21.9415,228.9409,96.6247,134.5057,146.3811,155.2462,169.6185
187.1478,114.3545,217.9468,257.7668,158.8100,295.3717,174.1930,257.5862,72.4325,119.5907,25.1615,138.9629,67.5691,213.4946,58.0867,36.7842,200.4027,186.5167,165.7083
